date	value	lower_ci	upper_ci	incidence	scenario
2021-03-15	11388435	10652910	12157546	NA	Informed
2021-03-16	11397227	10548541	12285181	8792	Informed
2021-03-17	11404174	10455471	12399121	6947	Informed
2021-03-18	11411166	10377810	12503124	6992	Informed
2021-03-19	11417153	10302857	12600877	5987	Informed
2021-03-20	11422997	10237695	12693037	5844	Informed
2021-03-21	11428482	10174443	12772923	5485	Informed
2021-03-22	11435536	10119778	12856788	7054	Informed
2021-03-23	11442655	10059109	12942350	7119	Informed
2021-03-24	11451094	10010673	13018050	8439	Informed
2021-03-25	11459597	9961671	13094125	8503	Informed
2021-03-26	11468152	9915636	13167626	8555	Informed
2021-03-27	11475478	9871139	13237669	7326	Informed
2021-03-28	11482483	9828046	13309188	7005	Informed
2021-03-29	11487369	9780918	13363607	4886	Informed
2021-03-30	11491528	9748974	13427939	4159	Informed
2021-03-31	11495494	9705194	13488237	3966	Informed
2021-04-01	11499461	9668445	13549000	3967	Informed
2021-04-02	11503879	9626692	13605548	4418	Informed
2021-04-03	11507618	9595902	13660528	3739	Informed
2021-04-04	11510803	9559748	13701564	3185	Informed
2021-04-05	11514107	9516491	13757729	3304	Informed
2021-04-06	11516359	9489030	13808663	2252	Informed
2021-04-07	11519051	9461597	13860576	2692	Informed
2021-04-08	11521982	9418069	13905195	2931	Informed
2021-04-09	11524542	9388304	13966085	2560	Informed
2021-04-10	11526915	9365415	14010667	2373	Informed
2021-04-11	11530107	9336538	14045886	3192	Informed
2021-04-12	11532722	9303519	14097007	2615	Informed
2021-04-13	11534004	9276626	14134798	1282	Informed
2021-04-14	11537047	9250825	14183930	3043	Informed
2021-04-15	11538926	9229132	14221726	1879	Informed
2021-04-16	11541311	9204713	14267136	2385	Informed
2021-04-17	11542579	9166258	14308011	1268	Informed
2021-04-18	11544720	9142080	14342086	2141	Informed
2021-04-19	11546084	9113821	14393121	1364	Informed
2021-04-20	11547823	9102270	14419768	1739	Informed
2021-04-21	11550013	9070428	14464490	2190	Informed
2021-04-22	11551784	9052419	14501108	1771	Informed
2021-04-23	11553708	9018928	14534392	1924	Informed
2021-04-24	11554974	8997644	14569978	1266	Informed
2021-04-25	11557135	8970061	14605359	2161	Informed
2021-04-26	11559118	8945456	14647888	1983	Informed
2021-04-27	11561275	8926940	14684578	2157	Informed
2021-04-28	11562470	8899982	14718502	1195	Informed
2021-04-29	11563422	8875543	14748839	952	Informed
2021-04-30	11564535	8862341	14775073	1113	Informed
2021-05-01	11565776	8841358	14812352	1241	Informed
2021-05-02	11566788	8811285	14844667	1012	Informed
2021-05-03	11568510	8796356	14878733	1722	Informed
2021-05-04	11569806	8775019	14917433	1296	Informed
2021-05-05	11570652	8749578	14935667	846	Informed
2021-05-06	11571529	8727171	14970158	877	Informed
2021-05-07	11572621	8706722	15006015	1092	Informed
2021-05-08	11573064	8684389	15038386	443	Informed
2021-05-09	11574201	8664875	15066437	1137	Informed
2021-05-10	11575554	8653346	15090205	1353	Informed
2021-05-11	11577316	8631587	15124819	1762	Informed
2021-05-12	11578490	8606802	15152140	1174	Informed
