date	value	lower_ci	upper_ci	incidence	scenario
2021-03-15	11388569	10650644	12158310	NA	Informed
2021-03-16	11396601	10546579	12287839	8032	Informed
2021-03-17	11404221	10458729	12403307	7620	Informed
2021-03-18	11412847	10383879	12511640	8626	Informed
2021-03-19	11420488	10310305	12612134	7641	Informed
2021-03-20	11428079	10237199	12702030	7591	Informed
2021-03-21	11435272	10178967	12786654	7193	Informed
2021-03-22	11442260	10116387	12875357	6988	Informed
2021-03-23	11449595	10068189	12950884	7335	Informed
2021-03-24	11456708	10013148	13028641	7113	Informed
2021-03-25	11463665	9967099	13104577	6957	Informed
2021-03-26	11470600	9914218	13178211	6935	Informed
2021-03-27	11476294	9871366	13237253	5694	Informed
2021-03-28	11482720	9833056	13314497	6426	Informed
2021-03-29	11488883	9781618	13373513	6163	Informed
2021-03-30	11494894	9747289	13440204	6011	Informed
2021-03-31	11500293	9713004	13499709	5399	Informed
2021-04-01	11504442	9674534	13556969	4149	Informed
2021-04-02	11509802	9627518	13614309	5360	Informed
2021-04-03	11514450	9597477	13675038	4648	Informed
2021-04-04	11519341	9561804	13729599	4891	Informed
2021-04-05	11523436	9527935	13778735	4095	Informed
2021-04-06	11528270	9493530	13825480	4834	Informed
2021-04-07	11532038	9459086	13882140	3768	Informed
2021-04-08	11536374	9426944	13933381	4336	Informed
2021-04-09	11540525	9394966	13979879	4151	Informed
2021-04-10	11544188	9370586	14026428	3663	Informed
2021-04-11	11547440	9338541	14080152	3252	Informed
2021-04-12	11550601	9308841	14125532	3161	Informed
2021-04-13	11554757	9284802	14158553	4156	Informed
2021-04-14	11558609	9256706	14202656	3852	Informed
2021-04-15	11561521	9233295	14254316	2912	Informed
2021-04-16	11564616	9206970	14290658	3095	Informed
2021-04-17	11567482	9182222	14337468	2866	Informed
2021-04-18	11570403	9155995	14389250	2921	Informed
2021-04-19	11572494	9130342	14424663	2091	Informed
2021-04-20	11575435	9109721	14467377	2941	Informed
2021-04-21	11578680	9077131	14509469	3245	Informed
2021-04-22	11580756	9063637	14545720	2076	Informed
2021-04-23	11583579	9038249	14594507	2823	Informed
2021-04-24	11586064	9006206	14625637	2485	Informed
2021-04-25	11588540	8979438	14668869	2476	Informed
2021-04-26	11591074	8958585	14709605	2534	Informed
2021-04-27	11593511	8947483	14737291	2437	Informed
2021-04-28	11595873	8924754	14771981	2362	Informed
2021-04-29	11597747	8894333	14810961	1874	Informed
2021-04-30	11600014	8872074	14840583	2267	Informed
2021-05-01	11600825	8851657	14875857	811	Informed
2021-05-02	11602772	8829857	14917789	1947	Informed
2021-05-03	11604748	8809637	14940631	1976	Informed
2021-05-04	11606431	8781396	14975574	1683	Informed
2021-05-05	11607581	8762171	15010774	1150	Informed
2021-05-06	11609065	8741341	15041942	1484	Informed
2021-05-07	11610927	8724771	15068881	1862	Informed
2021-05-08	11612911	8694218	15103608	1984	Informed
2021-05-09	11614244	8681887	15140732	1333	Informed
2021-05-10	11616254	8666236	15167302	2010	Informed
2021-05-11	11617745	8644535	15194893	1491	Informed
2021-05-12	11619396	8622909	15226424	1651	Informed
2021-05-13	11619722	8607331	15264596	326	Informed
2021-05-14	11620914	8586320	15291362	1192	Informed
2021-05-15	11622319	8559492	15319302	1405	Informed
2021-05-16	11623641	8541276	15348755	1322	Informed
2021-05-17	11625210	8528391	15376747	1569	Informed
2021-05-18	11626783	8513410	15407327	1573	Informed
2021-05-19	11627742	8494164	15423479	959	Informed
2021-05-20	11629765	8481122	15461562	2023	Informed
2021-05-21	11631930	8461085	15488501	2165	Informed
2021-05-22	11632654	8444103	15517011	724	Informed
2021-05-23	11634205	8423129	15535048	1551	Informed
2021-05-24	11635325	8399215	15566808	1120	Informed
2021-05-25	11636549	8388199	15604593	1224	Informed
2021-05-26	11637176	8372015	15629556	627	Informed
2021-05-27	11638257	8353766	15662676	1081	Informed
2021-05-28	11639144	8334379	15689646	887	Informed
2021-05-29	11640709	8307335	15715580	1565	Informed
2021-05-30	11641399	8299117	15738194	690	Informed
2021-05-31	11641744	8273485	15762676	345	Informed
2021-06-01	11642784	8255905	15787474	1040	Informed
2021-06-02	11644129	8239287	15822739	1345	Informed
2021-06-03	11645420	8220212	15851952	1291	Informed
2021-06-04	11646608	8204375	15873297	1188	Informed
2021-06-05	11647291	8182631	15887175	683	Informed
2021-06-06	11647482	8166158	15912714	191	Informed
2021-06-07	11648528	8159428	15932587	1046	Informed
2021-06-08	11650486	8131292	15969680	1958	Informed
2021-06-09	11651225	8109597	15987726	739	Informed
2021-06-10	11652644	8093803	16029159	1419	Informed
2021-06-11	11653057	8080793	16037915	413	Informed
2021-06-12	11654212	8063849	16061901	1155	Informed
2021-06-13	11655520	8056709	16079523	1308	Informed
2021-06-14	11656237	8038047	16099478	717	Informed
2021-06-15	11657321	8020951	16141044	1084	Informed
2021-06-16	11658330	8018185	16152680	1009	Informed
2021-06-17	11659255	7997889	16178833	925	Informed
2021-06-18	11660648	7980600	16215089	1393	Informed
2021-06-19	11661627	7968772	16241275	979	Informed
2021-06-20	11662616	7947920	16258011	989	Informed
2021-06-21	11663363	7933904	16267411	747	Informed
2021-06-22	11664210	7915906	16294936	847	Informed
2021-06-23	11665302	7907553	16310246	1092	Informed
2021-06-24	11665447	7892118	16327317	145	Informed
2021-06-25	11665205	7869716	16360139	-242	Informed
2021-06-26	11665723	7858062	16369314	518	Informed
2021-06-27	11666443	7839803	16393423	720	Informed
2021-06-28	11667427	7819200	16430388	984	Informed
2021-06-29	11667653	7801425	16443541	226	Informed
2021-06-30	11668664	7795974	16467763	1011	Informed
2021-07-01	11669012	7778827	16487041	348	Informed
2021-07-02	11669615	7765820	16498789	603	Informed
2021-07-03	11669890	7755040	16535667	275	Informed
2021-07-04	11671078	7736814	16552114	1188	Informed
2021-07-05	11671191	7731139	16580187	113	Informed
