date	value	lower_ci	upper_ci	incidence	scenario
2021-04-30	19140808	17947926	20368704	NA	Informed
2021-05-01	19489404	18049570	20970269	348596	Informed
2021-05-02	19843160	18175221	21585427	353756	Informed
2021-05-03	20199587	18301263	22195200	356427	Informed
2021-05-04	20560952	18428729	22805256	361365	Informed
2021-05-05	20922926	18561784	23420700	361974	Informed
2021-05-06	21288132	18697881	24045814	365206	Informed
2021-05-07	21654455	18834411	24673914	366323	Informed
2021-05-08	22022517	18971253	25308474	368062	Informed
2021-05-09	22389317	19105075	25927854	366800	Informed
2021-05-10	22757053	19251029	26573586	367736	Informed
2021-05-11	23123227	19374757	27205031	366174	Informed
2021-05-12	23487601	19505642	27832337	364374	Informed
2021-05-13	23850827	19628250	28473583	363226	Informed
2021-05-14	24210984	19763470	29107685	360157	Informed
2021-05-15	24569487	19886071	29741096	358503	Informed
2021-05-16	24924981	19997715	30379957	355494	Informed
2021-05-17	25275278	20113588	31005231	350297	Informed
2021-05-18	25624033	20242258	31635990	348755	Informed
2021-05-19	25968091	20350899	32255802	344058	Informed
2021-05-20	26307070	20480175	32887561	338979	Informed
2021-05-21	26641053	20597965	33461566	333983	Informed
2021-05-22	26972328	20711017	34078954	331275	Informed
2021-05-23	27296721	20815889	34655321	324393	Informed
2021-05-24	27615357	20935061	35245351	318636	Informed
2021-05-25	27928838	21036666	35815400	313481	Informed
2021-05-26	28237797	21155860	36387993	308959	Informed
2021-05-27	28539035	21253768	36931508	301238	Informed
2021-05-28	28835693	21353645	37477499	296658	Informed
2021-05-29	29126286	21468916	38032370	290593	Informed
2021-05-30	29409355	21554889	38563498	283069	Informed
2021-05-31	29686722	21664120	39082283	277367	Informed
2021-06-01	29959640	21770379	39584738	272918	Informed
2021-06-02	30224196	21871869	40093183	264556	Informed
2021-06-03	30483931	21967912	40565476	259735	Informed
2021-06-04	30736255	22058307	41066152	252324	Informed
2021-06-05	30983486	22165158	41530624	247231	Informed
2021-06-06	31225733	22267859	41973528	242247	Informed
2021-06-07	31462323	22360464	42465249	236590	Informed
2021-06-08	31692786	22479214	42888640	230463	Informed
2021-06-09	31916709	22559005	43342072	223923	Informed
2021-06-10	32136054	22663042	43724461	219345	Informed
2021-06-11	32348344	22754531	44142207	212290	Informed
2021-06-12	32556901	22867776	44545886	208557	Informed
2021-06-13	32761209	22978653	44960796	204308	Informed
2021-06-14	32959852	23068238	45321717	198643	Informed
2021-06-15	33151750	23161181	45704206	191898	Informed
2021-06-16	33339140	23268807	46070858	187390	Informed
2021-06-17	33524655	23344054	46451482	185515	Informed
2021-06-18	33705772	23450269	46793540	181117	Informed
2021-06-19	33882928	23558862	47139964	177156	Informed
2021-06-20	34055723	23653436	47498154	172795	Informed
2021-06-21	34226225	23744271	47832404	170502	Informed
2021-06-22	34393396	23835094	48160228	167171	Informed
2021-06-23	34556981	23923672	48470432	163585	Informed
2021-06-24	34719913	24028665	48816591	162932	Informed
2021-06-25	34880013	24130501	49133488	160100	Informed
2021-06-26	35036513	24233239	49483555	156500	Informed
2021-06-27	35190493	24329119	49787832	153980	Informed
2021-06-28	35340809	24441816	50075501	150316	Informed
2021-06-29	35490693	24528443	50390077	149884	Informed
2021-06-30	35635880	24609450	50692841	145187	Informed
2021-07-01	35777724	24705124	50990848	141844	Informed
2021-07-02	35916551	24799989	51283287	138827	Informed
2021-07-03	36052907	24875149	51588361	136356	Informed
2021-07-04	36187990	24988547	51850512	135083	Informed
2021-07-05	36319359	25078470	52158560	131369	Informed
2021-07-06	36449705	25158416	52427510	130346	Informed
2021-07-07	36577822	25210404	52717372	128117	Informed
2021-07-08	36702551	25318005	52979154	124729	Informed
2021-07-09	36826459	25390970	53235381	123908	Informed
2021-07-10	36947258	25470969	53508193	120799	Informed
2021-07-11	37065381	25533290	53818927	118123	Informed
2021-07-12	37181448	25599270	54084507	116067	Informed
2021-07-13	37296912	25662189	54341325	115464	Informed
2021-07-14	37409329	25724032	54608530	112417	Informed
2021-07-15	37520041	25809516	54871407	110712	Informed
2021-07-16	37628312	25867438	55077454	108271	Informed
2021-07-17	37735354	25935650	55370328	107042	Informed
2021-07-18	37838731	25979571	55602614	103377	Informed
2021-07-19	37942541	26050968	55831185	103810	Informed
2021-07-20	38045443	26108279	56095156	102902	Informed
2021-07-21	38144907	26155124	56345295	99464	Informed
2021-07-22	38242766	26222117	56585918	97859	Informed
2021-07-23	38338818	26279463	56813897	96052	Informed
2021-07-24	38434803	26302015	57066144	95985	Informed
2021-07-25	38529021	26348725	57313240	94218	Informed
2021-07-26	38623079	26392355	57547389	94058	Informed
2021-07-27	38713827	26454825	57791192	90748	Informed
2021-07-28	38803799	26498056	58012473	89972	Informed
2021-07-29	38892301	26527253	58267565	88502	Informed
2021-07-30	38978377	26570062	58487505	86076	Informed
2021-07-31	39063979	26616698	58682357	85602	Informed
2021-08-01	39147288	26628015	58970425	83309	Informed
2021-08-02	39231047	26678596	59231321	83759	Informed
2021-08-03	39313878	26709673	59449959	82831	Informed
2021-08-04	39395623	26750927	59673231	81745	Informed
2021-08-05	39476464	26772511	59908297	80841	Informed
2021-08-06	39555614	26811877	60133998	79150	Informed
2021-08-07	39634456	26830371	60420229	78842	Informed
2021-08-08	39712781	26879864	60665579	78325	Informed
2021-08-09	39791249	26888698	60893088	78468	Informed
2021-08-10	39867043	26906471	61108762	75794	Informed
2021-08-11	39942144	26932061	61354753	75101	Informed
2021-08-12	40015597	26956527	61593441	73453	Informed
2021-08-13	40087866	26966736	61825123	72269	Informed
2021-08-14	40160931	26987906	62057525	73065	Informed
2021-08-15	40234297	27000532	62293644	73366	Informed
2021-08-16	40306417	27025272	62565021	72120	Informed
2021-08-17	40377166	27048252	62731714	70749	Informed
2021-08-18	40448500	27042887	62957965	71334	Informed
2021-08-19	40518400	27060844	63245274	69900	Informed
2021-08-20	40585860	27070046	63479411	67460	Informed
2021-08-21	40653872	27089315	63697200	68012	Informed
2021-08-22	40721507	27085463	63944268	67635	Informed
2021-08-23	40791815	27128601	64183737	70308	Informed
2021-08-24	40858896	27112114	64438149	67081	Informed
2021-08-25	40926248	27128257	64691030	67352	Informed
2021-08-26	40993715	27122914	64935478	67467	Informed
