date	value	lower_ci	upper_ci	incidence	scenario
2021-04-30	19137915	17940480	20369232	NA	Informed
2021-05-01	19498994	18057343	20985962	361079	Informed
2021-05-02	19869762	18197221	21612897	370768	Informed
2021-05-03	20251154	18342005	22248717	381392	Informed
2021-05-04	20641991	18494337	22891006	390837	Informed
2021-05-05	21043101	18658210	23564193	401110	Informed
2021-05-06	21454195	18825936	24255086	411094	Informed
2021-05-07	21875755	19010467	24954321	421560	Informed
2021-05-08	22307658	19190295	25676935	431903	Informed
2021-05-09	22750168	19379697	26409253	442510	Informed
2021-05-10	23202363	19567590	27168300	452195	Informed
2021-05-11	23665659	19759755	27960914	463296	Informed
2021-05-12	24140064	19959687	28748429	474405	Informed
2021-05-13	24624591	20158559	29582813	484527	Informed
2021-05-14	25119621	20363971	30424398	495030	Informed
2021-05-15	25624070	20581132	31278206	504449	Informed
2021-05-16	26140471	20795526	32152901	516401	Informed
2021-05-17	26665996	21020539	33059573	525525	Informed
2021-05-18	27202757	21229845	33987866	536761	Informed
2021-05-19	27750156	21475053	34934378	547399	Informed
2021-05-20	28306335	21687938	35909468	556179	Informed
2021-05-21	28874246	21923976	36890927	567911	Informed
2021-05-22	29451898	22155806	37901648	577652	Informed
2021-05-23	30039963	22381380	38944972	588065	Informed
2021-05-24	30640197	22647881	40016201	600234	Informed
2021-05-25	31250117	22895208	41118232	609920	Informed
2021-05-26	31870181	23131840	42213892	620064	Informed
2021-05-27	32501580	23402834	43310155	631399	Informed
2021-05-28	33142946	23641988	44469561	641366	Informed
2021-05-29	33796017	23901775	45672852	653071	Informed
2021-05-30	34458607	24165777	46862202	662590	Informed
2021-05-31	35132163	24435059	48132415	673556	Informed
2021-06-01	35816261	24704216	49410014	684098	Informed
2021-06-02	36510949	24986859	50667091	694688	Informed
2021-06-03	37215865	25258331	51990474	704916	Informed
2021-06-04	37932487	25559960	53318064	716622	Informed
2021-06-05	38659672	25839400	54690207	727185	Informed
2021-06-06	39395739	26133916	56073082	736067	Informed
2021-06-07	40143703	26417706	57518730	747964	Informed
