date	value	lower_ci	upper_ci	incidence	scenario
2021-04-30	19140699	17939711	20373830	NA	Informed
2021-05-01	19502247	18062588	20988144	361548	Informed
2021-05-02	19873519	18198831	21620107	371272	Informed
2021-05-03	20254569	18343896	22253935	381050	Informed
2021-05-04	20645823	18496895	22905990	391254	Informed
2021-05-05	21048067	18665300	23582004	402244	Informed
2021-05-06	21459476	18832592	24259753	411409	Informed
2021-05-07	21881300	19013254	24965774	421824	Informed
2021-05-08	22314125	19191399	25679799	432825	Informed
2021-05-09	22756504	19387055	26415107	442379	Informed
2021-05-10	23209787	19574799	27190552	453283	Informed
2021-05-11	23674188	19769087	27964592	464401	Informed
2021-05-12	24148107	19963647	28750841	473919	Informed
2021-05-13	24633493	20164794	29560187	485386	Informed
2021-05-14	25128960	20373636	30422459	495467	Informed
2021-05-15	25633642	20588627	31260646	504682	Informed
2021-05-16	26149460	20808255	32149962	515818	Informed
2021-05-17	26676370	21041860	33061739	526910	Informed
2021-05-18	27213643	21254143	33982437	537273	Informed
2021-05-19	27761771	21481994	34944359	548128	Informed
2021-05-20	28320102	21711482	35912755	558331	Informed
2021-05-21	28889147	21954014	36896651	569045	Informed
2021-05-22	29468460	22186839	37920694	579313	Informed
2021-05-23	30058280	22442863	38968933	589820	Informed
2021-05-24	30659359	22677928	40017554	601079	Informed
2021-05-25	31270287	22924882	41102171	610928	Informed
2021-05-26	31892889	23165738	42209977	622602	Informed
2021-05-27	32524572	23434139	43337147	631683	Informed
2021-05-28	33166603	23694323	44495069	642031	Informed
2021-05-29	33819869	23930661	45701959	653266	Informed
2021-05-30	34483714	24218056	46902526	663845	Informed
2021-05-31	35156712	24479603	48124832	672998	Informed
2021-06-01	35841515	24757599	49400687	684803	Informed
2021-06-02	36537038	25029239	50671685	695523	Informed
2021-06-03	37243395	25305590	52000428	706357	Informed
2021-06-04	37961488	25608111	53366253	718093	Informed
2021-06-05	38690384	25904960	54729254	728896	Informed
