date	value	lower_ci	upper_ci	incidence	scenario
2021-03-01	11117576	10394213	11870186	NA	Informed
2021-03-02	11123716	10298164	11990810	6140	Informed
2021-03-03	11128731	10208611	12096861	5015	Informed
2021-03-04	11134324	10123182	12200841	5593	Informed
2021-03-05	11138221	10054930	12289269	3897	Informed
2021-03-06	11142271	9988247	12372774	4050	Informed
2021-03-07	11147195	9931366	12455926	4924	Informed
2021-03-08	11153322	9873616	12537157	6127	Informed
2021-03-09	11159777	9824216	12614935	6455	Informed
2021-03-10	11165771	9764147	12695755	5994	Informed
2021-03-11	11173565	9713890	12762747	7794	Informed
2021-03-12	11180002	9668496	12827045	6437	Informed
2021-03-13	11186365	9630392	12899083	6363	Informed
2021-03-14	11191296	9582889	12969687	4931	Informed
2021-03-15	11195765	9543628	13031416	4469	Informed
2021-03-16	11198770	9503203	13083060	3005	Informed
2021-03-17	11201524	9462196	13140897	2754	Informed
2021-03-18	11205550	9424533	13196698	4026	Informed
2021-03-19	11208668	9397170	13247098	3118	Informed
2021-03-20	11211574	9347139	13300363	2906	Informed
2021-03-21	11214412	9314905	13349364	2838	Informed
2021-03-22	11216558	9287938	13400765	2146	Informed
2021-03-23	11219042	9253545	13436172	2484	Informed
2021-03-24	11221131	9217855	13481321	2089	Informed
2021-03-25	11223048	9188361	13527236	1917	Informed
2021-03-26	11225554	9157825	13568995	2506	Informed
2021-03-27	11227056	9129938	13612531	1502	Informed
2021-03-28	11228866	9100318	13663455	1810	Informed
2021-03-29	11229987	9072350	13697524	1121	Informed
2021-03-30	11231060	9038452	13738775	1073	Informed
2021-03-31	11233794	9015010	13779061	2734	Informed
2021-04-01	11235664	8992112	13819181	1870	Informed
2021-04-02	11236930	8964556	13862774	1266	Informed
2021-04-03	11237995	8942031	13896556	1065	Informed
2021-04-04	11239616	8912095	13931645	1621	Informed
2021-04-05	11240765	8884319	13966141	1149	Informed
2021-04-06	11242048	8859585	14002260	1283	Informed
2021-04-07	11243045	8835974	14042819	997	Informed
2021-04-08	11244340	8813798	14075748	1295	Informed
2021-04-09	11245904	8790808	14109071	1564	Informed
2021-04-10	11246523	8760083	14131014	619	Informed
2021-04-11	11248185	8729210	14171520	1662	Informed
2021-04-12	11249547	8702017	14209622	1362	Informed
2021-04-13	11250490	8691239	14249681	943	Informed
2021-04-14	11252467	8664413	14281483	1977	Informed
2021-04-15	11252817	8644280	14313527	350	Informed
2021-04-16	11253960	8627039	14357243	1143	Informed
2021-04-17	11254540	8595492	14385163	580	Informed
2021-04-18	11255824	8577856	14412205	1284	Informed
2021-04-19	11256209	8550636	14437853	385	Informed
2021-04-20	11256559	8532649	14473783	350	Informed
2021-04-21	11257191	8510074	14495636	632	Informed
2021-04-22	11257622	8477739	14533038	431	Informed
2021-04-23	11257818	8461422	14555647	196	Informed
2021-04-24	11258448	8443143	14588817	630	Informed
2021-04-25	11258957	8418250	14615845	509	Informed
2021-04-26	11259655	8405895	14645981	698	Informed
2021-04-27	11260565	8376894	14678955	910	Informed
2021-04-28	11260625	8363415	14692631	60	Informed
