date	value	lower_ci	upper_ci	incidence	scenario
2021-03-15	11381326	10635218	12154002	NA	Informed
2021-03-16	11386250	10530054	12284198	4924	Informed
2021-03-17	11390904	10436185	12395840	4654	Informed
2021-03-18	11395548	10352669	12505665	4644	Informed
2021-03-19	11400249	10279354	12601395	4701	Informed
2021-03-20	11404574	10202729	12691390	4325	Informed
2021-03-21	11408840	10137552	12771979	4266	Informed
2021-03-22	11412940	10073200	12856567	4100	Informed
2021-03-23	11416987	10011188	12937418	4047	Informed
2021-03-24	11420867	9952595	13010169	3880	Informed
2021-03-25	11424756	9899713	13088099	3889	Informed
2021-03-26	11428997	9842742	13161438	4241	Informed
2021-03-27	11432767	9793383	13227770	3770	Informed
2021-03-28	11435918	9750241	13292986	3151	Informed
2021-03-29	11439448	9702362	13356743	3530	Informed
2021-03-30	11443198	9652150	13414700	3750	Informed
2021-03-31	11446583	9607029	13483992	3385	Informed
2021-04-01	11449429	9566328	13540938	2846	Informed
2021-04-02	11452615	9522438	13608720	3186	Informed
2021-04-03	11455508	9483353	13668573	2893	Informed
2021-04-04	11458346	9437849	13713615	2838	Informed
2021-04-05	11460933	9406870	13769425	2587	Informed
2021-04-06	11463584	9365258	13823588	2651	Informed
2021-04-07	11466023	9327113	13883287	2439	Informed
2021-04-08	11469739	9285771	13932942	3716	Informed
2021-04-09	11472756	9256554	13990008	3017	Informed
2021-04-10	11474665	9215033	14040584	1909	Informed
2021-04-11	11476967	9175251	14098597	2302	Informed
2021-04-12	11479128	9148301	14150410	2161	Informed
2021-04-13	11481615	9117430	14190843	2487	Informed
2021-04-14	11483871	9081358	14242504	2256	Informed
2021-04-15	11485181	9044646	14290665	1310	Informed
2021-04-16	11487061	9014527	14328000	1880	Informed
2021-04-17	11489054	8975203	14384182	1993	Informed
2021-04-18	11491078	8952950	14421318	2024	Informed
2021-04-19	11493014	8931906	14466545	1936	Informed
2021-04-20	11494275	8891991	14506170	1261	Informed
2021-04-21	11496236	8864102	14561412	1961	Informed
2021-04-22	11497936	8835888	14605321	1700	Informed
2021-04-23	11499374	8810819	14639938	1438	Informed
2021-04-24	11501172	8780257	14680261	1798	Informed
2021-04-25	11502926	8758277	14723809	1754	Informed
2021-04-26	11504606	8726613	14762972	1680	Informed
2021-04-27	11506239	8701783	14810250	1633	Informed
2021-04-28	11507480	8677690	14839731	1241	Informed
2021-04-29	11509168	8648104	14881978	1688	Informed
2021-04-30	11509944	8620419	14913830	776	Informed
2021-05-01	11510618	8595498	14949976	674	Informed
2021-05-02	11511940	8563077	14982098	1322	Informed
2021-05-03	11512821	8543364	15038905	881	Informed
2021-05-04	11514233	8519494	15071799	1412	Informed
2021-05-05	11515250	8493504	15108125	1017	Informed
2021-05-06	11516110	8464805	15140523	860	Informed
2021-05-07	11516840	8439256	15189595	730	Informed
2021-05-08	11516475	8420290	15225346	-365	Informed
2021-05-09	11516779	8397265	15252055	304	Informed
