date	value	lower_ci	upper_ci	incidence	scenario
2021-04-15	14137943	13178082	15136655	NA	Informed
2021-04-16	14231023	13103438	15406688	93080	Informed
2021-04-17	14325491	13047229	15664765	94468	Informed
2021-04-18	14421757	13006553	15917883	96266	Informed
2021-04-19	14519990	12969698	16171495	98233	Informed
2021-04-20	14617939	12935584	16420714	97949	Informed
2021-04-21	14717385	12920477	16678749	99446	Informed
2021-04-22	14817056	12899096	16920197	99671	Informed
2021-04-23	14917274	12881297	17178798	100218	Informed
2021-04-24	15018688	12860164	17426888	101414	Informed
2021-04-25	15121066	12851579	17681028	102378	Informed
2021-04-26	15223131	12839418	17925260	102065	Informed
2021-04-27	15324678	12819112	18180272	101547	Informed
2021-04-28	15427672	12816575	18440381	102994	Informed
2021-04-29	15530850	12806936	18690649	103178	Informed
2021-04-30	15635109	12803410	18955448	104259	Informed
2021-05-01	15738367	12798132	19214149	103258	Informed
2021-05-02	15841352	12791589	19460242	102985	Informed
2021-05-03	15944050	12789676	19732159	102698	Informed
2021-05-04	16047254	12770544	19999982	103204	Informed
2021-05-05	16149975	12768601	20248515	102721	Informed
2021-05-06	16253519	12773439	20505700	103544	Informed
2021-05-07	16355955	12776093	20760786	102436	Informed
2021-05-08	16458169	12767229	21028015	102214	Informed
2021-05-09	16559258	12766165	21275226	101089	Informed
2021-05-10	16661016	12769450	21535781	101758	Informed
2021-05-11	16762291	12753583	21792325	101275	Informed
2021-05-12	16862836	12746182	22054373	100545	Informed
2021-05-13	16963336	12741800	22307034	100500	Informed
2021-05-14	17062451	12737294	22563399	99115	Informed
2021-05-15	17160765	12729155	22817020	98314	Informed
2021-05-16	17258345	12727189	23085030	97580	Informed
2021-05-17	17355517	12724254	23322784	97172	Informed
2021-05-18	17451093	12711166	23578175	95576	Informed
2021-05-19	17546944	12704975	23829847	95851	Informed
2021-05-20	17641484	12701472	24082380	94540	Informed
2021-05-21	17734473	12699080	24322486	92989	Informed
2021-05-22	17828035	12689503	24576251	93562	Informed
2021-05-23	17921728	12677363	24825095	93693	Informed
2021-05-24	18013390	12667037	25075118	91662	Informed
2021-05-25	18102991	12663975	25290611	89601	Informed
2021-05-26	18193216	12664620	25549294	90225	Informed
2021-05-27	18283115	12660321	25784003	89899	Informed
2021-05-28	18371846	12645746	26016892	88731	Informed
2021-05-29	18459181	12646089	26238852	87335	Informed
2021-05-30	18547031	12634536	26502481	87850	Informed
2021-05-31	18633384	12625478	26723274	86353	Informed
2021-06-01	18719755	12640961	26961875	86371	Informed
2021-06-02	18805004	12612969	27191402	85249	Informed
2021-06-03	18890716	12614861	27402724	85712	Informed
2021-06-04	18976823	12610485	27622321	86107	Informed
2021-06-05	19061815	12609345	27866123	84992	Informed
2021-06-06	19146845	12612040	28102562	85030	Informed
2021-06-07	19231518	12595958	28337685	84673	Informed
2021-06-08	19315998	12597754	28586498	84480	Informed
2021-06-09	19400529	12586719	28807827	84531	Informed
2021-06-10	19486318	12585601	29031328	85789	Informed
2021-06-11	19571245	12576257	29270293	84927	Informed
2021-06-12	19656379	12575762	29509880	85134	Informed
2021-06-13	19740818	12578124	29758768	84439	Informed
2021-06-14	19824930	12566483	29979640	84112	Informed
2021-06-15	19910252	12564863	30217110	85322	Informed
2021-06-16	19994917	12565756	30455043	84665	Informed
2021-06-17	20079017	12567140	30685239	84100	Informed
2021-06-18	20163011	12569214	30897056	83994	Informed
2021-06-19	20247184	12563793	31151006	84173	Informed
2021-06-20	20330743	12570439	31385938	83559	Informed
2021-06-21	20414725	12567680	31613194	83982	Informed
2021-06-22	20497447	12550924	31855683	82722	Informed
2021-06-23	20581298	12554884	32108665	83851	Informed
2021-06-24	20665910	12558373	32326863	84612	Informed
2021-06-25	20748931	12555558	32565200	83021	Informed
2021-06-26	20833022	12565536	32816518	84091	Informed
2021-06-27	20916613	12557919	33075804	83591	Informed
2021-06-28	21000788	12559233	33304068	84175	Informed
2021-06-29	21084770	12555706	33578850	83982	Informed
2021-06-30	21168798	12572007	33780440	84028	Informed
2021-07-01	21252848	12570113	34033678	84050	Informed
2021-07-02	21336031	12567081	34287177	83183	Informed
2021-07-03	21419407	12588858	34521018	83376	Informed
2021-07-04	21503101	12586379	34769526	83694	Informed
2021-07-05	21585852	12585066	35039430	82751	Informed
2021-07-06	21669017	12593112	35281113	83165	Informed
2021-07-07	21751928	12592729	35559462	82911	Informed
2021-07-08	21834373	12592014	35822210	82445	Informed
2021-07-09	21916704	12590853	36051663	82331	Informed
2021-07-10	22000773	12595605	36306265	84069	Informed
2021-07-11	22083957	12592046	36583587	83184	Informed
2021-07-12	22167450	12606286	36814469	83493	Informed
2021-07-13	22251514	12600863	37112485	84064	Informed
2021-07-14	22336390	12613995	37357330	84876	Informed
2021-07-15	22421987	12600408	37630382	85597	Informed
2021-07-16	22505620	12601812	37893330	83633	Informed
2021-07-17	22588718	12623368	38173506	83098	Informed
2021-07-18	22673681	12616826	38455915	84963	Informed
2021-07-19	22757416	12621525	38745951	83735	Informed
2021-07-20	22841684	12620046	38980776	84268	Informed
2021-07-21	22925404	12608281	39267730	83720	Informed
2021-07-22	23011165	12609820	39550766	85761	Informed
2021-07-23	23098388	12633557	39823353	87223	Informed
2021-07-24	23183932	12626543	40107378	85544	Informed
2021-07-25	23269701	12632579	40409403	85769	Informed
2021-07-26	23355882	12642054	40719831	86181	Informed
2021-07-27	23443697	12652451	40986040	87815	Informed
2021-07-28	23530531	12644532	41283162	86834	Informed
2021-07-29	23617997	12635787	41577108	87466	Informed
2021-07-30	23706107	12668111	41872731	88110	Informed
2021-07-31	23795055	12669220	42192137	88948	Informed
2021-08-01	23884912	12679062	42524959	89857	Informed
2021-08-02	23975122	12678766	42817703	90210	Informed
2021-08-03	24064697	12675796	43126181	89575	Informed
2021-08-04	24155635	12662915	43444713	90938	Informed
2021-08-05	24247166	12676526	43766659	91531	Informed
2021-08-06	24340653	12664900	44057237	93487	Informed
2021-08-07	24433243	12671741	44419870	92590	Informed
2021-08-08	24526443	12688594	44767189	93200	Informed
2021-08-09	24621604	12706794	45106549	95161	Informed
2021-08-10	24716245	12694124	45456420	94641	Informed
2021-08-11	24811914	12702825	45825384	95669	Informed
