date	value	lower_ci	upper_ci	incidence	scenario
2021-03-30	12103219	11287913	12951315	NA	Informed
2021-03-31	12121017	11183952	13110189	17798	Informed
2021-04-01	12140411	11084168	13252306	19394	Informed
2021-04-02	12160022	11000852	13390087	19611	Informed
2021-04-03	12179264	10926643	13513499	19242	Informed
2021-04-04	12199321	10853269	13636747	20057	Informed
2021-04-05	12218988	10794665	13749268	19667	Informed
2021-04-06	12238212	10732949	13866096	19224	Informed
2021-04-07	12257889	10678202	13975823	19677	Informed
2021-04-08	12278274	10626679	14085980	20385	Informed
2021-04-09	12298950	10568564	14193194	20676	Informed
2021-04-10	12319764	10520257	14297603	20814	Informed
2021-04-11	12340682	10474683	14399735	20918	Informed
2021-04-12	12362528	10429226	14502799	21846	Informed
2021-04-13	12384101	10389317	14614229	21573	Informed
2021-04-14	12405822	10354900	14713397	21721	Informed
2021-04-15	12427099	10312515	14819905	21277	Informed
2021-04-16	12448827	10268606	14923247	21728	Informed
2021-04-17	12471974	10229155	15021094	23147	Informed
2021-04-18	12494080	10195255	15117084	22106	Informed
2021-04-19	12516869	10158492	15219169	22789	Informed
2021-04-20	12539665	10132447	15323653	22796	Informed
2021-04-21	12563470	10092342	15417176	23805	Informed
2021-04-22	12587247	10063079	15522817	23777	Informed
2021-04-23	12611154	10033288	15633388	23907	Informed
2021-04-24	12635951	10006284	15732774	24797	Informed
2021-04-25	12660211	9980851	15826379	24260	Informed
2021-04-26	12685155	9945106	15928452	24944	Informed
2021-04-27	12710310	9921056	16038572	25155	Informed
2021-04-28	12736002	9896227	16139107	25692	Informed
2021-04-29	12761964	9870907	16250685	25962	Informed
2021-04-30	12788433	9839881	16347117	26469	Informed
2021-05-01	12815457	9817252	16466374	27024	Informed
2021-05-02	12842095	9792423	16573866	26638	Informed
2021-05-03	12869152	9768103	16685155	27057	Informed
2021-05-04	12896928	9744868	16781168	27776	Informed
2021-05-05	12923957	9722620	16892096	27029	Informed
2021-05-06	12951730	9694570	17007545	27773	Informed
2021-05-07	12979373	9666421	17114984	27643	Informed
2021-05-08	13007996	9642991	17221899	28623	Informed
2021-05-09	13036485	9629239	17346158	28489	Informed
2021-05-10	13065769	9605793	17466420	29284	Informed
2021-05-11	13094646	9578818	17582147	28877	Informed
2021-05-12	13124539	9566209	17695727	29893	Informed
2021-05-13	13153502	9544893	17823600	28963	Informed
2021-05-14	13183727	9528487	17937403	30225	Informed
2021-05-15	13214293	9502098	18058423	30566	Informed
